EmployeeID,Date,Steps,ActiveMinutes,CaloriesBurned,DistanceKm,SleepHours,HydrationLiters,,StreakLength,ChallengesCompleted,BadgesEarned,LeaderboardRank,PointsEarned
c41ea58a-f3ca-4ff9-b592-d6c79dc88895,2025-03-02T15:42:30.445Z,18580,157,404,11.48222415,8.836524851,3.055684471,,28,2,10,86,209
bfa7dcbe-e875-42ce-bcc4-6999bc2a2ca5,2025-06-19T18:58:14.763Z,4681,116,465,5.828713157,4.238824983,2.868603303,,26,2,10,20,374
c68caf3f-1ddc-4702-a83c-7a5844a2c829,2024-12-16T13:06:42.880Z,2812,169,267,6.768644413,6.469810974,2.714465543,,28,4,9,75,105
c89719d0-458b-44d4-a8d0-b961506af0da,2025-03-26T18:29:37.313Z,17920,121,322,3.328118189,8.98327955,3.735571969,,17,4,1,52,18
132fd8f4-b0c3-4fe6-a911-88fb2a04ddc1,2025-08-25T17:40:44.985Z,15093,97,761,7.593944187,8.205826935,2.985166784,,26,2,9,27,211
a4dd42ca-4aa5-4028-88dd-1ba5727761be,2024-10-22T18:56:04.158Z,4164,89,401,9.67757886,5.214867228,1.457315542,,5,4,8,46,106
eb81d449-9a60-42c9-a947-b8dacfbd0d05,2025-01-09T08:43:01.818Z,12526,57,498,8.010362005,5.099834086,2.744723637,,16,3,6,15,120
7b789687-2f7e-439c-890e-122121679668,2025-07-12T05:42:50.350Z,12648,17,594,2.967641579,7.875966762,3.379876965,,2,3,2,20,221
7144749c-d5e3-4291-a9aa-62dcb9765d58,2025-07-25T07:21:21.505Z,10043,147,795,10.39320934,7.040896854,3.988490244,,30,2,1,8,483
072799e2-70c1-4d7a-a9ed-985db582e5c3,2025-04-11T01:32:54.369Z,9114,98,451,12.05785731,6.960874124,2.203028274,,22,5,8,3,12
7d8259b9-ef5c-486f-a795-ef8cf729841b,2025-08-18T21:14:34.018Z,13769,176,165,1.846197908,4.735699286,0.930459643,,29,1,6,17,401
8a54d86f-1607-45cb-9035-c5048570cd22,2025-03-29T11:56:54.051Z,9764,101,640,9.651918272,4.233919539,1.885050945,,16,3,10,17,444
cecc9d5e-4ed8-4a7e-9334-0ead0f423b6d,2024-09-12T11:14:42.311Z,16575,90,233,1.721493789,7.905933026,0.902773866,,12,4,4,99,396
4d7cfa43-d4ea-4def-8a85-b63b59873917,2024-10-31T01:22:42.162Z,18007,133,765,7.62197967,5.724441216,1.06701203,,13,2,8,53,488
2681f6de-d062-49a6-8e7d-802572c7458d,2024-09-10T11:02:56.261Z,13331,77,310,8.86264966,8.443252628,3.858521496,,13,1,3,92,336
cdea086f-35b6-4e26-bd0d-fee2da49cc6b,2025-04-20T00:43:06.478Z,2659,134,635,1.753251761,6.347052677,2.000484802,,29,1,10,44,308
147b8f07-ce5a-4baa-bd13-acd703d4cbb7,2025-07-13T09:20:48.072Z,19072,26,382,14.57204054,5.612661192,3.771130371,,4,2,5,61,95
c9fad79e-bb34-4c33-ac14-49bbcf5a3cc2,2025-02-16T19:14:06.435Z,16678,134,733,10.25493151,8.294891133,1.097351269,,12,3,7,62,184
07f36d89-643c-4118-bb0b-7f2a8bab3260,2025-01-12T01:14:43.872Z,17381,163,286,4.852596248,7.827801282,1.107768927,,21,5,3,57,468
8198c814-95a9-40ea-9ac0-d59d9df2366c,2024-09-10T19:11:15.593Z,7553,119,216,2.92976234,7.8336369,3.323071342,,2,3,5,24,350
b4574253-7450-404f-986d-203774307d1c,2024-12-29T16:12:14.595Z,11320,137,191,3.816405846,6.600100724,3.804775353,,26,1,8,70,422
6ff421d1-f064-48bd-8709-ea031b7f3a5e,2025-08-23T03:46:21.747Z,14707,159,535,9.478173982,4.063306757,1.880505168,,22,2,8,44,387
77e6f159-aa95-41ac-84e1-1fa7e5028022,2024-10-31T14:22:42.175Z,2927,20,600,2.23641476,6.334901335,2.597944527,,9,1,7,87,230
33f16830-a169-4577-ba6a-c97f520e0e64,2025-01-21T04:04:23.113Z,3751,67,369,1.822237907,6.986603532,3.622939,,13,4,1,35,438
b53c4875-ef08-452a-8966-c0aef9ca16b7,2025-07-09T09:13:32.455Z,11535,84,342,1.083467827,7.964715535,3.461273836,,28,5,8,44,42
023cff3a-f990-4221-8dd7-e53eb5304862,2024-11-02T09:59:35.412Z,12658,112,783,5.371072271,4.034842477,2.44535205,,26,5,6,46,496
810f2b49-c3e1-4323-b1d4-4b76a224accd,2025-07-27T13:48:51.776Z,18928,149,248,2.71721752,8.020477592,0.546699595,,17,3,9,33,79
25943a97-b1ce-4db3-85fa-da2a2afe6d9f,2025-02-16T00:42:21.251Z,18179,98,266,7.680320647,7.925316868,1.087198816,,30,2,5,75,359
981a18ff-1108-44c5-8015-2641f8981fe9,2024-09-15T00:32:43.821Z,11359,173,689,3.812088379,4.296362647,2.238069542,,13,1,7,44,403
cfaaff20-0875-4280-9cd4-0cc8d1c1536b,2025-03-15T14:07:39.663Z,16255,158,467,7.057298236,8.535455852,3.380772935,,18,1,9,64,273
aeab47a0-6099-445d-a69d-d53456d44bb7,2024-12-13T21:59:18.305Z,10246,157,272,1.94465834,7.309650875,2.467146468,,23,4,4,64,276
319d47f0-be07-4248-bd96-edc6566d8dc1,2025-01-10T07:15:13.993Z,17222,110,508,7.020829493,8.862516279,0.71785468,,11,5,4,18,47
7e0c8223-e90f-4f03-8be1-5ce92f61c934,2025-04-22T02:31:26.428Z,15868,38,419,14.88375795,7.988471752,1.038762343,,26,3,4,9,37
572d99b6-cd7f-4d76-a311-ef31bd2cf86d,2024-11-21T02:04:06.060Z,17770,69,295,10.47592509,6.793132942,3.755763763,,6,1,6,76,167
a02d286d-2956-42f1-8d54-dd3fb595e153,2024-10-10T03:13:17.092Z,17432,46,800,12.57681524,6.817441495,0.868267616,,13,5,3,1,224
b0df17bc-4515-4698-ba1f-d7e3e057d21d,2025-04-25T07:51:36.049Z,10491,66,520,12.64713381,8.721563469,3.703157814,,27,5,7,98,61
05f145a3-b607-4815-908f-b6d69d25635e,2025-05-26T13:05:09.058Z,12028,173,793,14.86761844,4.249097194,1.6252294,,24,4,10,23,399
1fee5a4d-1264-4e8a-bf56-290677321e17,2024-12-01T08:58:01.758Z,14858,111,307,4.447082136,8.855072049,2.154336563,,3,4,10,98,359
f47d1036-1827-46ad-bd04-ab2a0441e276,2024-10-31T01:18:16.660Z,6292,85,325,14.57475329,6.672746443,0.852572578,,12,2,4,19,483
4ebc5d92-9cc8-40ce-bdce-a96b1ef7b837,2025-03-02T08:42:47.233Z,5449,86,427,10.99178154,6.078112579,1.483812302,,29,4,5,85,438
f3ea3895-6bef-4be0-a4c8-7d376bff4301,2025-05-28T22:55:40.010Z,10160,98,618,1.480070546,8.468691592,1.275896533,,12,3,8,38,126
aab74aa3-f499-4ef5-9bea-6f11ce7fd37f,2025-07-29T01:58:57.371Z,13558,55,748,12.36361976,8.750146178,3.991212879,,2,4,4,94,224
20ce4a99-37c0-4237-af6c-3d9694107e7f,2025-01-19T23:30:46.380Z,10808,49,621,1.636207167,7.050381838,1.578088072,,15,1,2,13,111
9dc78fe2-04b1-473d-a334-142fe070cd1d,2024-09-29T04:19:01.770Z,12745,128,634,5.644190621,5.795650327,1.813487609,,1,5,10,14,224
fefbbec9-4412-4b8f-9e52-63930e50e7e3,2025-03-20T13:32:50.324Z,8326,160,384,11.50753258,7.381373998,0.801058158,,3,2,9,54,121
643f2006-887e-4d38-94fe-0432e84c45d0,2025-08-25T11:32:33.411Z,15991,53,570,13.00028779,4.78532222,2.405708873,,29,1,2,89,84
6eb345b3-830a-43ad-b296-01bd1c0d0b3f,2025-02-07T18:43:56.910Z,16160,167,459,7.676022454,5.624494693,3.277164946,,28,1,5,25,50
0398c6fb-09d2-4f40-9627-b75d36ebe928,2025-07-18T16:38:05.162Z,18392,37,663,2.987309552,5.553493289,3.202427726,,21,4,10,14,340
68288b4e-9429-4f66-a9d9-7a2742c8137c,2025-08-25T04:43:28.959Z,4267,105,628,5.743767912,8.189646606,1.988402145,,14,3,6,52,484
3772f1ca-1acc-4a2a-9e39-c0a855dff64c,2025-08-10T18:41:58.783Z,8577,13,442,4.176164401,6.76260103,2.888785099,,26,2,4,98,190
ed4426d1-2f13-4ffd-8e84-708ab103e48d,2025-01-31T23:12:06.021Z,5892,61,293,10.69409102,4.855558517,1.525225799,,24,3,1,52,303
97546d86-aab7-4ee4-9035-aef2227293c5,2025-06-03T22:27:24.314Z,19304,171,343,10.99473718,7.354192824,2.877825113,,2,3,7,87,483
ed9ee3b8-a31a-472f-98e9-3fceb113cee4,2024-10-29T22:33:30.054Z,13846,127,261,14.09824314,7.73572556,2.399637742,,27,3,6,41,210
f04fecf7-5da6-4e9a-a5e8-b01643bed6c4,2025-06-07T02:07:37.578Z,3898,89,181,13.66264047,4.627388797,1.161205682,,30,1,3,90,79
a3e28869-29a9-43e2-b90e-80ac8ea47a88,2025-06-24T04:44:57.200Z,12154,177,233,3.818922485,4.108551657,3.654091152,,28,2,1,45,126
33f60dc7-2c1e-41b5-b93c-a8ca1b8cc0b9,2025-04-03T00:28:45.578Z,17737,10,304,10.56918762,4.151029882,3.959264048,,29,2,3,23,18
3358cc6b-2867-4c74-b215-0415ecff8546,2025-02-01T23:50:44.326Z,19463,175,371,6.810426265,4.087478788,3.227006094,,5,5,4,56,154
5be9065c-3acc-412c-b420-09aefe3cd99f,2024-10-05T03:10:34.583Z,2192,18,694,14.51835405,5.244457783,2.168590742,,16,1,5,57,411
ecbfd9c5-4e86-4b46-a52c-64e5a77ff1ed,2025-07-21T14:30:08.521Z,5308,120,695,13.33419631,7.879547417,0.740970127,,30,2,8,47,135
d59d7912-4e9c-4357-ab10-80a3b18a74ee,2025-01-26T00:44:22.590Z,8348,145,420,12.41055361,8.152743397,1.653915095,,27,5,1,89,114
87894ce0-83f8-4817-908c-b996a65ca032,2024-09-13T22:35:18.201Z,8914,155,668,5.77648979,6.027462533,2.582693625,,17,4,8,65,125
caabcbe7-480f-49f6-8e27-be500e340019,2025-03-06T23:49:38.853Z,9452,139,217,6.183481282,4.253703359,2.71364429,,22,5,6,54,379
fd9d0da2-3fef-4e15-aa60-1dd1c306346b,2024-08-28T17:40:46.034Z,10794,137,271,14.38443945,6.908897154,2.354552152,,7,1,5,35,484
371d9e0f-e203-41a7-85b9-4f3e05ae8223,2025-03-26T06:54:52.602Z,9186,64,700,10.13922761,8.587984292,2.002297899,,16,3,8,68,330
a1d2421d-06b4-429d-8aad-aa99e23851e3,2025-05-01T18:47:42.804Z,6496,156,542,11.55503938,8.448451957,1.755289464,,29,3,5,9,35
aa90f4b7-4d3e-49cf-9943-6774f5353d2e,2025-06-18T00:43:56.460Z,7998,61,178,7.870108455,4.949255442,1.651281173,,11,5,3,28,89
4436f5ce-4755-4696-948b-7ed3bf8c6b78,2025-04-24T00:58:38.068Z,5733,17,424,6.796006397,7.567393897,0.52297054,,23,5,8,65,299
3fb82016-12f4-468e-a668-d53992794beb,2025-06-02T06:49:53.943Z,19222,94,661,3.184433693,4.544593129,2.174710003,,18,2,3,50,191
f7e4f621-d6e3-4d2b-b148-867354b8da56,2025-03-06T20:51:49.773Z,9241,172,228,8.882005601,7.335624086,0.505223483,,8,5,8,87,469
bb691c63-dfd8-449f-90c0-ceb25d7be7bb,2024-10-06T01:10:04.178Z,4516,16,287,10.20700999,7.464677327,3.211011327,,16,3,5,18,249
17914f81-f43b-416a-8c2c-d42a8614bf67,2024-08-28T11:32:12.683Z,2946,153,272,6.616492747,4.035649829,3.613259355,,11,2,10,53,36
f2cacb7d-f06e-4b6f-af2b-3e03fcdb50d8,2025-05-29T17:37:25.035Z,10454,96,344,12.42403988,8.005446157,0.650936576,,6,1,1,18,128
0ddd21db-c4b9-4d0a-bdea-3c0a455cdfe4,2024-12-30T12:13:54.748Z,5659,25,481,4.08541426,6.464097964,1.697093192,,30,3,3,62,429
b13178ec-d3c8-43a6-afe6-a452afa845d6,2024-10-16T17:39:01.322Z,13281,31,511,2.316202306,4.230514348,1.596117517,,29,5,3,56,19
ce288aec-ac00-40b2-9e10-3acaa8ad0ea4,2025-01-04T21:58:34.138Z,16532,36,499,3.832258299,6.048251019,0.963527491,,30,3,4,63,1
d61ba491-3f92-4da7-9894-708926454d4f,2025-05-28T01:47:55.902Z,9347,64,657,9.571673282,7.802284672,0.702159795,,19,3,3,59,306
0e46ee3b-979d-4424-8d87-fa7b6d2e823c,2025-01-24T23:46:17.393Z,10359,109,647,13.87809297,5.848861846,0.685904928,,11,3,7,69,79
a6318803-d4bf-47b9-9a2b-07d1b5ca301f,2024-12-05T16:21:07.329Z,17244,105,502,10.75012318,6.259803645,1.339809868,,11,4,5,27,479
fd01503e-7f76-4e4e-b48d-f76e1be364a5,2025-02-08T00:47:03.541Z,11922,140,705,7.188151384,7.657394495,1.953840281,,4,4,7,5,54
da086619-0322-4686-8b2e-676da013f862,2025-06-09T02:12:23.328Z,4382,176,392,1.694048518,7.843248346,2.02958681,,17,5,3,93,97
62f9a561-3d94-4415-8274-2b3b9e27f6e9,2024-12-24T10:04:12.210Z,8396,102,587,9.529550198,6.850911851,1.029030498,,17,3,7,55,42
dc0e3752-1b9f-4ab6-a78f-5a1c03fbcfb6,2025-03-11T18:23:55.628Z,12829,56,179,13.90704346,5.071440673,3.745567817,,20,5,7,33,497
cc05702d-7cb6-4381-8207-06afa3c9debc,2025-04-06T12:13:01.091Z,13548,113,791,4.181526664,5.764845784,2.743173606,,3,5,5,73,401
98d739d4-3f36-41d4-9409-42cf2c552764,2024-08-28T23:17:34.736Z,10912,176,240,11.4927598,4.180081059,3.449766092,,20,3,2,9,455
175d0e8c-89bb-46f3-9ce9-fb4da8893d22,2024-09-22T21:36:49.437Z,8353,128,652,3.995175254,4.49084784,2.074158664,,9,4,5,49,333
e56961f8-1845-4242-bd5f-a103bd59e2a9,2025-05-24T05:18:40.755Z,12030,84,599,13.05567887,7.499855523,1.990819821,,28,3,7,26,75
67a9f3bb-d75c-41f6-960f-1201ee2b63c0,2025-08-15T10:06:55.926Z,7571,176,234,2.750618909,4.468819371,3.738453186,,25,5,2,16,319
bfc622a4-cd41-4f5c-a9ed-34a8079d0ce1,2025-02-08T11:30:53.187Z,11655,102,497,2.094346672,4.074510806,3.838520746,,10,2,5,64,5
67e99344-000b-433c-bd4a-2b0f07e5ac8b,2024-11-03T08:44:58.983Z,16662,115,164,8.342304138,4.530121756,3.276281271,,12,4,3,10,498
458acfea-f037-45c5-99b0-24f0d9e68126,2025-05-23T08:16:31.326Z,19649,75,605,8.038420321,7.124426965,2.8779473,,29,4,6,26,228
c985bc5b-fa84-4548-b465-e6d43d2d1bfe,2024-12-22T09:24:39.158Z,6806,72,625,9.71848751,7.904477014,1.981930235,,6,2,3,27,334
a80f4ddf-3b71-4e68-a466-c043c7e79263,2024-09-01T16:26:28.865Z,9797,104,790,3.81031133,8.621377651,1.850865809,,30,2,3,69,347
fda386b5-bc30-41ac-af94-30370ec9d61f,2024-10-06T02:58:57.849Z,17252,125,236,6.153962183,8.205505056,2.858401174,,22,3,4,19,325
206704de-4c05-4f6d-90f2-507b8f2abcfc,2025-08-07T00:25:25.541Z,9398,103,737,1.874576747,5.116250866,1.268912257,,9,1,2,32,329
0926bc8b-74d9-4231-8209-9dfc5d423921,2025-07-07T23:26:01.350Z,6075,40,766,12.91120363,7.450023363,1.509888987,,2,2,1,75,114
a6dde950-ded6-497e-a7b4-1f16b4a25d29,2024-11-22T20:49:36.229Z,10375,110,431,10.10325978,5.576655831,1.434000188,,30,2,1,57,402
11b2da3c-2d01-4ff0-a1f9-764598cc9ccf,2025-04-10T02:26:26.308Z,13123,26,389,4.897004605,4.69987045,2.020934024,,9,3,6,90,194
e674d3ba-261d-4d5f-b423-1bf7b9de8ac5,2024-11-28T12:13:53.941Z,14697,102,606,12.68939992,7.924341213,2.701490698,,29,3,8,53,344
d656b5aa-b7e2-4244-95c8-7cb3106dcd4f,2025-04-04T00:23:04.532Z,15708,176,628,1.691339267,8.894827384,1.893669323,,21,2,10,58,219
1852edbe-541c-4bce-9143-dd755f6460cd,2025-04-09T12:26:09.297Z,17341,26,159,10.33065933,8.452160513,1.927811516,,27,5,8,66,470
37cf95de-8335-4f03-a176-6c31ab61ad5e,2025-05-16T00:20:09.386Z,15449,106,623,9.4784287,5.009884842,1.769729361,,23,4,2,35,279
a5ee6c61-9712-4454-a627-287b9e0a5cdb,2024-08-28T23:50:24.983Z,14016,27,654,5.631680266,5.65863903,3.66941356,,21,2,10,8,467
eeed743c-bb49-403e-8e07-8c90bc9f3d9a,2025-08-24T03:55:55.625Z,10766,174,462,2.568939457,7.351193091,3.51503545,,9,3,1,66,261
3ada0137-f708-4e27-b757-e93dc29f10d6,2025-02-05T03:08:03.500Z,11721,145,291,8.677449907,7.849134673,3.066262233,,8,4,1,13,102
9a0f5408-d653-4168-9ec1-50e7d6797f52,2025-01-08T20:05:44.074Z,10454,155,625,4.061056757,8.480290326,1.036402787,,7,4,6,22,456
7446b221-059b-4e44-940f-904478759bf1,2025-05-12T20:18:15.639Z,16132,127,694,13.47465503,5.675987066,2.502485918,,20,4,6,91,450
875c4f8d-c503-4755-bca8-a2ed452ad108,2024-12-19T10:37:16.866Z,7460,20,159,8.358855866,6.019567922,0.954653846,,1,4,1,62,13
00aad1c2-8855-4635-bcfe-e169de1bcaa3,2025-07-21T14:32:59.046Z,13611,41,742,12.97360822,5.13195011,1.174527573,,4,5,7,100,85
162ebfa7-e8e5-4025-b97b-6bc4d9334e41,2025-03-07T11:02:09.080Z,13065,68,675,6.4324417,6.605532999,3.277120568,,5,2,6,44,332
109ddb50-4834-4ea0-a29d-f057c5c4e107,2025-07-10T08:35:26.368Z,3278,49,685,11.34138189,7.494524092,2.268142375,,29,5,8,32,485
dbd7c160-7530-47e7-97f9-8affd84d61d5,2024-11-05T02:44:29.904Z,4362,102,655,1.89728846,8.404120783,1.027243231,,7,2,7,37,168
56e7599d-a16c-46ba-b21e-022acf684384,2025-07-26T05:03:33.505Z,11937,88,231,9.280207951,6.064266971,3.500147064,,7,4,6,77,111
2653791f-542f-41ed-822b-edcd028be853,2024-12-30T04:37:34.473Z,7392,50,569,14.75812999,5.861558403,2.453439536,,24,3,3,35,83
cdf0dde8-1c65-4024-88d1-df05b7c2df4e,2024-12-22T11:59:34.993Z,5138,120,720,14.2464063,5.82718387,0.634837876,,8,1,5,39,120
73f2ae3a-656d-4b8b-9d5e-291af319c2eb,2024-09-01T08:38:46.018Z,11245,133,288,8.405184859,5.501062522,3.40604542,,5,5,5,67,400
674171b7-94e9-4f59-833d-8982a0eca404,2025-07-17T19:47:58.764Z,7602,32,292,9.500636871,6.636961085,2.525180904,,22,5,10,10,135
2254bb20-77ca-48ca-9da7-65c1b984cf2a,2025-04-16T22:29:52.877Z,18199,84,356,4.527063402,7.568747023,2.855077096,,3,5,3,78,82
ea171c5e-52a9-489f-91f9-52647d480b32,2025-06-17T00:00:15.482Z,14604,140,770,13.97235486,7.303145871,2.917506131,,15,4,4,86,160
f7aa5c75-7f5b-4e7c-b2eb-8c0fab91d375,2025-03-23T18:13:07.453Z,16208,137,521,4.809927023,6.569032672,1.690540511,,11,5,7,100,44
ac8468fe-25f4-4838-a671-0024dc373e5c,2025-03-19T18:23:59.583Z,4505,142,526,9.259221413,6.845686466,2.775512209,,21,5,1,94,91
04f6fd0e-8fa4-47d6-a876-6bf1e789fdc4,2025-04-15T09:35:50.996Z,12154,82,750,8.455922289,8.153926029,2.953871266,,21,5,9,95,450
2192b3a4-cf25-4dac-a16a-f3ed62e77cea,2025-02-07T08:54:47.124Z,6577,64,366,8.508041257,5.433133835,3.400638962,,4,3,5,97,338
358a91ac-1506-4189-a93b-85f3b5d61d19,2024-12-06T11:41:00.695Z,15317,123,449,11.44382841,7.67470945,3.14155877,,18,3,8,21,96
79d22351-67b7-43e2-84e8-aeb485ce622a,2025-06-25T14:23:40.583Z,14398,78,466,6.071273919,5.338686313,1.869167397,,15,3,6,54,152
e4e47730-c2d8-4c9a-9898-89375fb3239a,2025-04-22T17:34:57.490Z,18948,55,388,14.04314018,8.577698139,0.522012005,,22,5,7,40,296
bf621a6e-4f0a-40cc-97bc-f3c86458b8b9,2024-12-27T00:35:19.727Z,2244,14,299,4.799766156,4.008515706,3.392685946,,18,5,9,12,261
34f97e5f-79f2-43a6-9aa7-22347ffa1235,2025-03-04T11:46:22.083Z,17860,46,184,2.011247307,8.742119465,1.558121618,,4,3,3,3,388
82da06e9-da00-48a4-bc67-d20873ce5af8,2025-02-11T08:23:16.835Z,4159,48,188,13.90060384,8.110514133,1.591530481,,12,3,6,51,70
907f2755-fd78-4fac-bd48-6d3f438a1347,2025-04-16T17:40:38.268Z,2000,103,633,11.20612929,5.283475213,3.703255975,,17,2,10,67,297
35152bf5-abc1-42df-baed-9cc71cfc160b,2024-12-06T12:49:46.083Z,2275,128,198,2.336660494,4.898068958,3.724143696,,26,2,10,16,367
3d7af419-c01a-4687-9285-184233172942,2025-01-14T18:23:57.646Z,15460,179,246,5.468078726,8.273926526,1.007158503,,5,2,9,69,354
99cf0dbc-5d35-4878-93fe-fd360b2813ce,2025-01-02T13:49:24.478Z,6113,105,559,12.54263389,5.437152807,1.356239556,,22,5,7,48,144
ee32a8b5-77a1-441a-9cff-4464f51f3f18,2024-11-02T04:18:24.056Z,18757,11,498,7.912900366,8.829533831,3.544118163,,6,4,4,54,458
ab1ce16b-abd2-436a-907d-dbf5660e8507,2024-12-17T04:54:29.184Z,18593,21,666,11.7686967,7.439596683,3.806747578,,6,2,5,81,202
5deba95a-4e4d-4962-97df-ea5ef956f61b,2025-01-30T17:38:39.575Z,10234,81,739,10.83525985,5.980125961,3.231876953,,12,5,6,60,500
1d1cc914-49bc-4a94-8bb4-5d490a06f620,2025-01-14T10:01:38.408Z,17667,118,301,8.119843523,5.533000452,2.261595379,,30,2,7,11,196
cf00fa98-ac1c-4cec-92d8-589281bf508d,2024-08-30T06:02:27.769Z,4288,122,667,2.624845054,5.057526426,0.768944153,,20,4,9,80,407
ebbec69e-49dd-4aa2-9b85-5f3bdccbe502,2025-08-08T04:36:07.744Z,5791,86,212,3.017921471,6.799780585,3.998228957,,29,2,3,83,297
49064960-43bc-4ce8-bbf3-aeb6308ffa22,2025-05-13T19:10:02.422Z,11406,19,553,7.855081448,6.556620187,3.707255025,,2,4,7,78,244
bd41e687-e556-44ec-b060-d253a915dc1b,2025-06-03T20:30:29.712Z,17473,55,671,3.687363604,4.779725546,2.835379157,,3,1,9,92,132
70d9ab11-832b-4683-9260-0b1e32a3b2a4,2025-07-01T12:50:09.659Z,3093,163,167,7.686717219,6.178416718,2.098935757,,6,5,9,13,332
93dde1d0-d68f-47bb-bf52-9893f9289a0d,2025-05-24T12:47:59.206Z,8719,31,559,10.313507,5.307245374,3.355289338,,19,1,8,60,226
585069bf-a159-4a49-92bd-0a930fac2a92,2024-10-28T14:30:06.257Z,10289,155,686,11.06305065,8.408183062,2.795572042,,3,4,10,39,152
26d34f25-5d4b-4c13-991b-f9900ef349f9,2024-12-30T00:36:08.527Z,3493,135,505,4.784167605,5.215186585,2.354382739,,21,3,10,33,17
7c8ef3c4-14e0-4c60-883e-c1d7928450f0,2025-02-25T10:49:56.735Z,2386,141,618,4.588227107,4.325790592,2.208933551,,9,1,2,7,373
a9947ca5-b05a-4100-a252-b67db6843933,2025-03-17T15:06:34.796Z,17243,96,701,4.45223087,4.012932225,3.54834877,,5,5,6,89,468
505a55e0-2f00-4d82-a823-7eadd38e14fb,2025-08-26T04:13:21.376Z,9882,88,384,7.367160708,8.946811044,1.180222998,,4,4,4,27,80
01af7dc7-9d79-4cb7-a135-55c315b0fff4,2025-02-02T02:42:29.882Z,11714,115,550,1.823388895,4.961308461,3.671241656,,7,3,3,96,273
ea5869c8-d732-4300-9425-e0a728b43983,2024-10-18T15:14:00.232Z,12495,100,694,10.92383596,4.060830668,2.083753734,,19,1,3,73,198
19bd36cc-8297-4539-86ed-5a2e49474116,2025-04-25T08:24:42.552Z,10374,125,594,1.814884745,5.299264188,0.51938969,,26,4,1,31,353
c5df28e4-6bbd-4dec-89fe-a7f18dd87314,2025-07-17T14:08:58.803Z,2283,27,163,13.91182747,7.714781618,2.889964497,,29,5,1,15,176
e66ede22-0213-48e3-bfcf-4af5a561c151,2025-04-29T18:24:24.958Z,18243,157,630,2.49632863,7.420540548,0.625533379,,14,2,4,83,112
67805d06-1061-4c3c-a54b-b4de0baa0999,2025-05-18T14:24:12.698Z,19423,132,764,1.493261822,7.092941301,1.664090556,,6,2,1,53,435
ca235b82-86cc-4262-8764-eb2b5cd0aaa0,2025-03-27T18:36:58.362Z,9585,12,469,11.67381773,7.105508813,0.920045118,,30,1,7,21,382
2102a86b-f13a-48c2-bc68-344df61e804d,2025-05-16T15:05:11.226Z,7863,16,476,1.079254597,4.275679983,2.211606886,,19,2,7,85,500
8a8ae313-c735-442c-a782-d68a90886a0c,2024-09-28T03:45:11.438Z,7920,61,252,12.07627085,4.983948275,3.045555081,,27,1,5,56,474
d2211dff-5c38-4202-a605-d4f5248ec73c,2024-12-11T02:43:21.546Z,14335,59,485,10.81872763,6.052204203,3.104199936,,2,3,5,91,101
a591032f-3a51-43e1-b36f-ef5a49651e7e,2024-10-31T16:27:56.182Z,15976,156,312,8.701952114,4.444355281,0.992389817,,22,2,9,18,147
a0555029-3f6d-47f7-8c68-3fe0d9d843da,2024-12-03T07:09:24.981Z,7005,65,635,11.00035831,8.193654862,1.435063581,,8,3,5,74,187
92a0ac55-8971-40ef-a2c6-465b747485c3,2025-04-19T14:53:22.975Z,15401,101,620,14.32220656,5.87539286,2.286104687,,14,4,2,85,286
fe051f26-850a-4ec5-9a78-26c433f958d5,2025-08-11T02:38:55.565Z,6164,83,467,6.621113727,5.971232886,3.700913931,,8,3,3,39,41
dc15701a-0110-4e79-9bec-676580e05e71,2024-11-04T13:07:44.449Z,6920,151,500,12.14832442,6.603700766,1.88630416,,20,3,10,36,406
d0373fd7-83ad-48ec-acb0-c805bf6ee76b,2025-02-22T06:03:10.138Z,11928,32,783,6.557198113,8.738433443,2.012783444,,14,1,3,36,432
d3ce9b77-579d-499d-9e08-3f659661ca67,2025-08-11T14:20:53.927Z,16712,79,151,3.35444086,8.071430316,1.448592775,,22,3,4,53,135
644fe6c8-d9aa-4b88-b6e6-eef2ba1c44fc,2025-06-22T16:33:47.294Z,11916,179,417,6.656406347,7.345292299,1.6830175,,8,4,8,54,287
fc11742a-0eb8-4539-9d08-369883f2089d,2025-08-13T02:42:51.186Z,4719,53,454,10.58161569,8.954781232,2.143482061,,11,2,6,82,254
850d0b85-8761-4613-bcdf-bfc9395d4e6d,2025-01-23T11:49:54.193Z,10184,73,209,11.21982487,6.558346051,1.497308227,,8,2,1,55,452
da579488-6b99-4912-9633-d5ae2f1e35ed,2024-11-16T05:11:24.659Z,12327,43,784,10.67608306,8.783761663,0.824677314,,6,1,9,63,153
2b51f938-e639-4f44-aac5-b379cb50877e,2025-02-15T12:42:33.329Z,17826,103,530,11.93214866,7.037238331,3.188686316,,9,2,7,71,253
ade46626-0e49-49bc-ab79-9a5a0f903d29,2024-09-16T04:42:44.643Z,2079,10,454,4.633257435,7.838361632,2.239058336,,4,2,10,33,223
b4d5dfa3-f57c-4a9b-bb5d-7c67163e8eb4,2024-11-17T04:22:22.824Z,18244,72,297,8.63739039,6.608006808,0.938961049,,6,2,4,64,331
3f43eb96-d289-4a31-af23-e6280c7e791e,2025-03-26T17:31:11.583Z,11188,36,611,10.89712584,7.101372544,1.781759196,,26,1,1,34,119
1a80b33b-5eda-47f8-9d0f-2a83dfc5207d,2024-09-20T12:02:02.564Z,13771,174,463,2.002445369,5.888279516,1.149103075,,27,5,3,79,177
